MSZoning,LotFrontage,LotArea,Street,Alley,Utilities,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolQC,Fence,MiscFeature,SalePrice
RL,,6563,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Gd,1742,TA,Y,1742,0,1742,1,2,2,1,Gd,5,1,TA,2,564,TA,114,28,0,,,,275000
RM,,4426,Pave,,AllPub,6,5,169.0,Gd,TA,Gd,Av,848,Ex,Y,848,0,848,1,1,1,1,Gd,3,0,,2,420,TA,160,0,0,,,,143000
RL,70.0,8120,Pave,,AllPub,4,7,0.0,TA,Gd,TA,No,864,Ex,Y,864,0,864,0,1,3,1,TA,5,0,,2,463,TA,0,0,0,,,,124500
RL,60.0,8172,Pave,,AllPub,4,6,0.0,TA,TA,TA,No,941,Ex,Y,997,473,1470,0,2,4,1,TA,7,0,,1,548,TA,0,0,156,,,,135000
RL,86.0,13286,Pave,,AllPub,9,5,340.0,Ex,TA,Ex,No,1698,Ex,Y,1698,0,1698,1,2,3,1,Ex,8,1,Gd,3,768,TA,327,64,0,,,,320000
RL,60.0,6960,Pave,,AllPub,4,6,0.0,TA,TA,TA,No,864,TA,Y,864,0,864,0,1,3,1,Gd,5,0,,2,660,TA,96,0,0,,,Shed,120500
RL,,21695,Pave,,AllPub,6,9,260.0,Gd,Gd,Gd,No,880,Ex,Y,1680,0,1680,1,2,3,1,Gd,5,1,Gd,2,540,TA,292,44,0,,,,222000
RL,64.0,7314,Pave,,AllPub,7,5,82.0,Gd,TA,Gd,Av,1232,Ex,Y,1232,0,1232,1,2,2,1,Gd,6,0,,2,632,TA,132,0,0,,,,194500
RL,85.0,11475,Pave,,AllPub,5,5,95.0,TA,TA,TA,No,1584,TA,Y,1776,0,1776,1,2,4,2,TA,9,0,,3,888,TA,0,25,0,,,,110000
RM,52.0,6240,Pave,Grvl,AllPub,4,5,0.0,TA,TA,TA,No,780,TA,Y,848,0,1208,0,1,2,1,TA,5,0,,2,539,TA,0,23,0,,,,103000
RL,39.0,5389,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,No,1595,Ex,Y,1616,0,1616,1,2,2,1,Gd,5,1,TA,2,608,TA,237,152,0,,,,236500
RL,73.0,9590,Pave,,AllPub,7,5,442.0,Gd,TA,Ex,Av,868,Ex,Y,1146,0,1146,1,2,3,1,Gd,6,1,Gd,2,438,TA,160,22,0,,,,187500
RL,75.0,11404,Pave,,AllPub,7,5,202.0,Gd,TA,Gd,Av,1153,Ex,Y,1153,878,2031,0,2,3,1,Gd,8,1,TA,2,541,TA,192,84,0,,,,222500
RL,80.0,10000,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,864,Ex,Y,1144,0,1144,1,1,3,1,TA,6,1,TA,1,264,TA,165,0,0,,GdWo,Shed,131400
RL,,8978,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,948,TA,Y,948,0,948,0,1,3,1,TA,6,0,,1,300,TA,147,0,0,,,,108000
RM,60.0,10800,Pave,,AllPub,7,7,0.0,TA,TA,Gd,Mn,880,Fa,N,880,888,1768,0,1,2,1,TA,6,2,TA,2,320,TA,0,341,0,,,,163000
RL,60.0,8544,Pave,,AllPub,3,4,0.0,TA,TA,,,0,Gd,N,1040,0,1040,0,2,2,2,TA,6,0,,2,400,TA,0,0,0,,,,93500
RL,72.0,10463,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,No,893,Ex,Y,901,900,1801,0,2,3,1,Gd,8,1,Gd,3,800,TA,0,116,0,,,,239900
RL,60.0,10800,Pave,,AllPub,5,5,0.0,TA,TA,Gd,Gd,1200,TA,Y,1200,0,1200,3,3,3,1,TA,5,0,,0,0,,120,0,0,,,,179000
RL,65.0,9313,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,864,Ex,Y,864,864,1728,0,2,3,1,Gd,7,0,,2,572,TA,187,56,0,,,,190000
RM,60.0,9600,Pave,Grvl,AllPub,5,7,0.0,TA,Gd,Fa,No,264,Ex,Y,768,664,1432,0,2,2,1,TA,7,0,,2,360,TA,270,0,0,,GdPrv,,132000
RL,65.0,6768,Pave,,AllPub,6,8,0.0,TA,Gd,TA,Mn,912,Gd,Y,912,0,912,1,1,3,1,Gd,5,0,,1,288,TA,168,0,0,,GdPrv,,142000
RL,65.0,8450,Pave,,AllPub,7,5,108.0,TA,TA,Gd,No,1349,Ex,Y,1349,0,1349,0,2,3,1,TA,6,0,,2,539,TA,120,55,0,,GdPrv,,179000
RL,70.0,12886,Pave,,AllPub,5,6,0.0,TA,TA,Gd,Av,520,Ex,Y,1464,0,1464,0,2,3,1,TA,6,1,TA,2,480,TA,302,0,100,,,,175000
RL,41.0,5395,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,No,1337,Gd,Y,1337,0,1337,1,2,2,1,Gd,5,1,TA,2,462,TA,96,0,0,,,,180000
RL,,8963,Pave,,AllPub,8,9,289.0,Ex,Gd,TA,No,1142,Ex,Y,1175,1540,2715,0,3,4,1,Gd,11,2,TA,2,831,TA,0,204,0,,,,299800
RL,,8795,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,952,Ex,Y,980,1276,2256,0,2,4,1,Gd,8,1,TA,2,554,TA,224,54,0,,,,236000
RM,65.0,11700,Pave,Pave,AllPub,7,7,0.0,Gd,TA,TA,No,1240,TA,N,1320,1320,2640,0,1,4,1,Gd,8,1,Gd,4,864,TA,181,0,0,,,,265979
RL,59.0,10593,Pave,,AllPub,7,5,338.0,Gd,TA,Gd,No,1720,Ex,Y,1720,0,1720,1,2,3,1,Gd,7,1,TA,2,527,TA,240,56,0,,,,260400
RL,50.0,8405,Pave,,AllPub,4,3,0.0,TA,TA,,,0,TA,N,1088,441,1529,0,2,4,1,TA,9,0,,1,240,TA,92,0,0,,,,98000
RM,55.0,8800,Pave,Grvl,AllPub,4,7,0.0,TA,TA,TA,No,576,Gd,Y,792,348,1140,0,1,3,1,TA,7,0,,0,0,,0,160,0,,,,96500
RL,,7750,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,660,Ex,Y,660,660,1320,0,2,3,1,Gd,6,0,,2,400,TA,0,48,0,,,,162000
RL,79.0,9236,Pave,,AllPub,6,5,0.0,TA,Gd,Gd,Gd,1479,Ex,Y,1494,0,1494,1,2,3,1,Gd,6,0,,2,576,TA,168,27,0,,,,217000
RL,80.0,10240,Pave,,AllPub,8,5,178.0,Gd,TA,Gd,Mn,1030,Gd,Y,1038,1060,2098,0,2,3,1,Ex,8,1,Gd,3,878,TA,192,52,0,,,,275500
RL,61.0,7930,Pave,,AllPub,6,8,0.0,TA,TA,TA,No,1026,Gd,Y,1026,0,1026,1,1,3,1,Gd,5,0,,2,440,TA,171,48,0,,,,156000
FV,34.0,3230,Pave,Pave,AllPub,6,5,894.0,TA,TA,Gd,No,729,Gd,Y,742,729,1471,0,2,3,1,TA,6,0,,2,440,TA,0,24,0,,,,172500
RL,68.0,10769,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Av,866,Ex,Y,866,902,1768,0,2,3,1,Gd,7,0,,2,578,TA,144,105,0,,,,212000
RL,,11616,Pave,,AllPub,6,5,328.0,TA,TA,TA,Mn,672,TA,Y,672,714,1386,0,2,3,1,TA,6,1,TA,2,440,TA,335,0,0,,GdPrv,,158900
FV,24.0,2280,Pave,Pave,AllPub,7,5,360.0,TA,TA,Gd,No,744,Gd,Y,757,744,1501,0,2,3,1,TA,6,0,,2,440,TA,0,0,0,,,,179400
RL,65.0,12257,Pave,,AllPub,8,5,513.0,Gd,TA,Gd,Av,1318,Ex,Y,1328,1203,2531,0,2,4,1,Gd,9,1,TA,3,752,TA,222,98,0,,,,290000
RL,70.0,9100,Pave,,AllPub,6,6,0.0,TA,TA,TA,No,864,Ex,Y,864,0,864,0,1,2,1,TA,5,0,,1,300,Ex,0,0,0,,,Shed,127500
RM,60.0,6911,Pave,,AllPub,5,5,0.0,TA,TA,TA,Mn,1145,TA,Y,1301,0,1301,0,1,2,1,Fa,5,0,,2,440,TA,0,0,0,,,,100000
FV,72.0,8640,Pave,,AllPub,7,5,0.0,TA,TA,Gd,Mn,756,Ex,Y,764,783,1547,0,2,3,1,Gd,7,0,,2,614,TA,169,45,0,,,,215200
RL,82.0,9430,Pave,,AllPub,8,5,673.0,Gd,TA,Gd,Mn,1252,Ex,Y,1268,1097,2365,1,2,3,1,Gd,8,1,Gd,3,856,TA,0,128,180,,,,337000
RL,30.0,9549,Pave,,AllPub,8,5,0.0,Gd,Gd,Gd,Av,1494,Ex,Y,1494,0,1494,1,1,2,1,Ex,6,1,Gd,2,481,TA,0,30,216,,,,270000
RL,75.0,14587,Pave,,AllPub,9,5,284.0,Gd,TA,Gd,No,1498,Ex,Y,1506,0,1506,0,2,2,1,Ex,6,1,Gd,2,592,TA,0,174,0,,,,264132
RL,80.0,10421,Pave,,AllPub,7,5,42.0,TA,TA,Gd,No,980,TA,Y,980,734,1714,0,2,3,1,TA,7,1,TA,2,496,TA,228,66,0,,MnPrv,Shed,196500
RL,75.0,12508,Pave,,AllPub,6,7,0.0,TA,TA,Gd,Mn,983,Ex,Y,983,767,1750,1,2,4,1,TA,7,0,,1,423,TA,245,0,0,,,Shed,160000
RL,70.0,9100,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,1860,Ex,Y,1836,0,1836,0,2,3,1,Gd,8,1,Gd,2,484,TA,120,33,0,,,,216837
RL,47.0,53504,Pave,,AllPub,8,5,603.0,Ex,TA,Gd,Gd,1650,Ex,Y,1690,1589,3279,1,3,4,1,Ex,12,1,Gd,3,841,TA,503,36,210,,,,538000
RL,,7252,Pave,,AllPub,5,5,0.0,TA,TA,Gd,Av,858,TA,Y,858,0,858,1,1,2,1,TA,5,0,,2,576,TA,120,0,0,,,,134900
RL,67.0,8877,Pave,,AllPub,4,5,0.0,TA,TA,Fa,No,836,TA,Y,1220,0,1220,0,1,2,1,TA,6,0,,2,396,TA,0,0,0,,,,102000
RL,94.0,7819,Pave,,AllPub,6,5,0.0,TA,TA,TA,Av,1029,TA,Y,1117,0,1117,1,1,3,1,TA,6,1,TA,2,672,TA,144,0,0,,MnPrv,,107000
RL,70.0,10150,Pave,,AllPub,5,5,1.0,TA,TA,TA,No,912,Ex,Y,912,0,912,0,1,2,1,TA,5,0,,1,275,TA,0,0,0,,,,114500
RL,110.0,14226,Pave,,AllPub,8,5,375.0,Gd,TA,Gd,Av,1935,Gd,Y,1973,0,1973,0,2,3,1,Gd,9,1,Gd,3,895,TA,315,45,0,,,,395000
RM,32.0,4500,Pave,,AllPub,6,5,320.0,TA,TA,Ex,No,1204,Ex,Y,1204,0,1204,1,2,2,1,TA,5,0,,2,412,TA,0,247,0,,,,162000
RL,86.0,11210,Pave,,AllPub,7,5,240.0,Gd,TA,Gd,Av,1614,Ex,Y,1614,0,1614,0,2,3,1,Gd,7,0,,3,865,TA,144,59,0,,,,221500
RL,100.0,13350,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,864,TA,Y,894,0,894,1,1,3,1,TA,5,1,Fa,2,440,TA,241,0,0,,MnPrv,,142500
RH,60.0,8400,Pave,,AllPub,5,5,320.0,TA,TA,,,0,TA,Y,2020,0,2020,0,2,4,2,TA,10,2,TA,2,630,TA,0,0,0,,,,144000
RL,78.0,10530,Pave,,AllPub,6,5,90.0,TA,TA,Gd,Gd,975,TA,Y,1004,0,1004,1,1,2,1,TA,4,0,,2,504,TA,0,0,0,,,,135000
RL,63.0,7875,Pave,,AllPub,7,5,38.0,TA,TA,Gd,No,1237,Gd,Y,1253,0,1253,0,2,3,1,TA,6,1,TA,2,402,TA,220,21,0,,,,176000
RL,65.0,7153,Pave,,AllPub,6,5,0.0,Gd,Gd,Gd,No,761,Ex,Y,810,793,1603,0,2,3,1,Gd,7,0,,2,484,TA,0,124,0,,,,175900
RL,67.0,16285,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,1413,Ex,Y,1430,0,1430,0,2,3,1,Gd,6,0,,2,605,TA,0,33,0,,,,187100
RL,,9101,Pave,,AllPub,5,6,104.0,TA,Gd,Gd,Av,1097,Ex,Y,1110,0,1110,1,1,1,1,Gd,4,1,TA,2,602,TA,303,30,0,,,,165500
RM,35.0,6300,Pave,Grvl,AllPub,6,6,0.0,TA,TA,TA,No,742,Ex,Y,742,742,1484,0,2,3,1,TA,9,1,Gd,0,0,,0,291,0,,,,128000
RL,,9790,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,1372,TA,Y,1342,0,1342,0,2,3,1,TA,7,1,Gd,2,457,TA,0,0,197,,,,161500
RM,60.0,10800,Pave,,AllPub,5,6,0.0,TA,Gd,Fa,No,686,TA,Y,966,686,1652,1,2,4,1,TA,7,0,,1,416,TA,0,0,0,,,Shed,139000
RL,76.0,10142,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,956,Ex,Y,956,1128,2084,1,2,4,1,Gd,8,0,,2,618,TA,0,45,0,,,,233000
RM,50.0,6000,Pave,,AllPub,4,7,0.0,TA,TA,TA,No,901,Ex,Y,901,0,901,0,1,2,1,TA,4,0,,1,281,Fa,0,0,0,,,,107900
RL,,12205,Pave,,AllPub,6,8,157.0,TA,TA,TA,Gd,832,Gd,Y,976,1111,2087,0,2,5,1,Gd,9,0,,2,444,TA,133,168,0,,,,187500
RL,43.0,3182,Pave,,AllPub,7,5,11.0,Gd,TA,Gd,No,1145,Ex,Y,1145,0,1145,0,2,2,1,Gd,5,1,Gd,2,397,TA,100,16,0,,,,160200
RL,,11333,Pave,,AllPub,6,5,0.0,TA,TA,Gd,Av,1029,TA,Y,1062,0,1062,1,1,3,1,TA,5,2,TA,2,539,TA,120,0,0,,,,146800
RL,92.0,9920,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Av,1117,Ex,Y,1127,886,2013,1,2,3,1,TA,8,1,TA,2,455,TA,180,130,0,,,,269790
RL,76.0,9158,Pave,,AllPub,8,5,140.0,Gd,TA,Gd,Av,1496,Ex,Y,1496,0,1496,0,2,3,1,Gd,7,0,,2,474,TA,168,130,0,,,,225000
RL,,10832,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,712,Ex,Y,1086,809,1895,0,2,3,1,Gd,7,1,TA,2,409,TA,143,46,0,,,Shed,194500
RL,70.0,8400,Pave,,AllPub,6,6,130.0,TA,TA,Gd,No,650,TA,Y,888,676,1564,0,2,3,1,TA,7,1,TA,2,476,TA,0,50,204,,MnPrv,,171000
RL,71.0,8197,Pave,,AllPub,6,5,148.0,TA,TA,TA,No,660,Ex,Y,1285,0,1285,0,1,3,1,TA,7,1,TA,2,528,TA,138,0,0,,MnPrv,,143500
RL,57.0,7677,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,773,Gd,Y,773,0,773,0,1,2,1,TA,4,0,,1,240,TA,0,0,0,,,,110000
RL,104.0,13518,Pave,,AllPub,9,5,860.0,Ex,TA,Ex,No,1926,Ex,Y,1966,1174,3140,0,3,4,1,Ex,11,2,Gd,3,820,TA,144,78,0,,,,485000
RL,60.0,7200,Pave,,AllPub,5,7,252.0,TA,TA,Gd,No,731,Ex,Y,981,787,1768,1,1,3,1,Gd,7,2,TA,1,240,TA,0,0,0,,MnPrv,,175000
RL,79.0,12798,Pave,,AllPub,6,5,0.0,TA,TA,Gd,Gd,616,Gd,Y,616,1072,1688,1,2,4,1,Gd,8,0,,2,603,TA,403,114,0,,,Shed,200000
RM,40.0,4800,Pave,,AllPub,4,7,0.0,TA,TA,TA,No,1196,Ex,Y,1196,0,1196,1,1,2,1,TA,5,0,,2,440,TA,0,0,0,,,,109900
RL,63.0,8199,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Av,728,Ex,Y,728,728,1456,1,2,3,1,Gd,7,1,Gd,2,410,TA,36,18,0,,,,189000
RL,107.0,13891,Pave,,AllPub,9,5,424.0,Ex,TA,Ex,Gd,1734,Ex,Y,1734,1088,2822,0,3,4,1,Ex,12,1,Gd,3,1020,TA,52,170,192,,,,582933
RL,75.0,9000,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,936,TA,Y,1128,0,1128,0,1,2,1,TA,5,0,,1,286,TA,0,0,0,,GdWo,,118000
RL,91.0,12274,Pave,,AllPub,7,5,256.0,Gd,TA,Gd,No,1417,Ex,Y,1428,0,1428,0,2,3,1,Ex,6,0,,2,554,TA,0,60,0,,,,227680
RL,75.0,9750,Pave,,AllPub,5,5,0.0,TA,TA,TA,Av,980,Gd,Y,980,0,980,0,2,3,1,TA,6,0,,1,384,TA,68,0,0,,,,135500
RL,144.0,21384,Pave,,AllPub,5,6,0.0,TA,TA,TA,Gd,1324,Ex,Y,1072,504,1576,2,1,3,1,Gd,6,1,TA,2,528,TA,0,312,0,,,,223500
RL,85.0,13400,Pave,,AllPub,5,5,1047.0,TA,TA,TA,Av,1024,TA,Y,1086,0,1086,1,1,3,1,TA,6,1,Gd,2,484,TA,0,0,0,,GdWo,,159950
RM,90.0,8100,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,849,TA,N,1075,1063,2138,0,2,2,3,TA,11,0,,2,360,Fa,40,156,0,,MnPrv,,106000
RL,78.0,10140,Pave,,AllPub,6,6,99.0,TA,TA,TA,No,1040,Fa,Y,1309,0,1309,1,1,3,1,Gd,5,1,Fa,2,484,TA,265,0,0,Fa,GdPrv,,181000
RM,,4438,Pave,,AllPub,6,5,169.0,Gd,TA,Gd,Gd,848,Ex,Y,848,0,848,1,1,1,1,Gd,4,1,Gd,2,420,TA,140,0,0,,,,144500
C (all),66.0,8712,Grvl,,AllPub,5,5,0.0,Fa,TA,TA,Av,540,TA,N,1044,0,1044,0,1,2,1,Fa,4,0,,2,504,TA,0,0,0,,,Shed,55993
RL,75.0,9750,Pave,,AllPub,6,6,243.0,TA,TA,TA,No,1442,Gd,Y,1442,0,1442,0,1,4,1,TA,7,0,,1,301,TA,0,0,0,,,Shed,157900
RL,45.0,8248,Pave,Grvl,AllPub,5,7,0.0,TA,TA,TA,No,686,Gd,Y,686,564,1250,0,1,3,1,Fa,7,0,,1,280,TA,207,0,0,,,,116000
RL,48.0,12137,Pave,,AllPub,7,5,442.0,TA,TA,Gd,No,1649,Ex,Y,1661,0,1661,0,2,3,1,Gd,6,0,,2,598,TA,0,34,0,,,,224900
RL,,11425,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,1008,Gd,Y,1008,0,1008,0,1,2,1,TA,4,1,Gd,1,275,TA,0,0,0,,,,137000
RL,,13265,Pave,,AllPub,8,5,148.0,Gd,TA,Gd,No,1568,Ex,Y,1689,0,1689,1,2,3,1,Gd,7,2,Gd,3,857,TA,150,59,0,,,,271000
RL,80.0,8816,Pave,,AllPub,6,7,80.0,TA,TA,TA,Av,1010,Gd,Y,1052,0,1052,1,1,3,1,TA,6,0,,2,440,TA,0,0,0,,MnPrv,,155000
RL,44.0,6371,Pave,,AllPub,7,5,128.0,Gd,TA,Gd,Mn,1358,Ex,Y,1358,0,1358,1,2,2,1,Gd,6,1,Gd,2,484,TA,192,35,0,,,,224000
RL,72.0,7226,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,798,Ex,Y,798,842,1640,0,2,3,1,Gd,6,0,,2,595,TA,0,45,0,,,,183000
RM,60.0,6000,Pave,Pave,AllPub,4,4,0.0,Fa,TA,Fa,No,936,TA,N,936,0,936,0,1,2,1,TA,4,0,,2,576,TA,0,32,0,,,,93000
RL,,12394,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Gd,847,Ex,Y,847,886,1733,0,2,3,1,Gd,7,1,Gd,2,433,TA,100,48,0,,,,225000
RL,60.0,9900,Pave,,AllPub,6,7,0.0,TA,TA,TA,No,778,TA,Y,944,545,1489,0,2,3,1,TA,7,1,Gd,1,240,TA,335,0,0,,GdWo,,139500
FV,81.0,11216,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,No,1489,Ex,Y,1489,0,1489,0,2,3,1,Gd,7,1,Gd,2,776,TA,0,140,0,,,,232600
RL,114.0,14803,Pave,,AllPub,10,5,816.0,Ex,TA,Ex,Av,2078,Ex,Y,2084,0,2084,1,2,2,1,Ex,7,1,Gd,3,1220,TA,188,45,0,,,,385000
RM,50.0,6130,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,784,Gd,Y,784,0,784,1,1,2,1,Gd,5,0,,0,0,,0,0,0,,,,109500
RL,65.0,8529,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,1454,Ex,Y,1434,0,1434,0,2,3,1,Gd,6,1,TA,2,527,TA,290,39,0,,,,189000
RL,,28698,Pave,,AllPub,5,5,0.0,TA,TA,TA,Gd,1013,TA,Y,1160,966,2126,0,2,3,1,TA,7,0,,2,538,TA,486,0,225,,,,185000
FV,24.0,2544,Pave,Pave,AllPub,7,5,0.0,Gd,TA,Gd,No,600,Ex,Y,520,623,1223,0,2,2,1,Gd,4,0,,2,480,TA,0,166,0,,,,147400
RL,80.0,11900,Pave,,AllPub,6,5,387.0,TA,TA,TA,No,1392,TA,Y,1392,0,1392,1,1,3,1,TA,6,2,Gd,2,458,TA,0,0,192,,,,166000
FV,30.0,3180,Pave,Pave,AllPub,7,5,0.0,TA,TA,Gd,No,600,Ex,Y,520,600,1200,0,2,2,1,Gd,4,0,,2,480,TA,0,166,0,,,,151000
RL,44.0,9548,Pave,,AllPub,7,6,223.0,Gd,TA,Gd,No,941,Ex,Y,941,888,1829,1,2,3,1,Gd,7,1,TA,2,613,TA,192,39,0,,,,237000
RL,100.0,10004,Pave,,AllPub,6,6,180.0,TA,TA,TA,No,1516,TA,Y,1516,0,1516,0,1,3,1,TA,6,0,,2,472,TA,0,0,152,,,,167000
RL,75.0,7875,Pave,,AllPub,5,6,136.0,TA,TA,TA,No,1144,Gd,Y,1144,0,1144,1,1,3,1,TA,6,0,,2,456,TA,0,0,0,,GdWo,,139950
RL,60.0,9600,Pave,,AllPub,4,7,0.0,TA,TA,Gd,No,1067,TA,Y,1067,0,1067,0,2,2,1,Gd,4,0,,2,436,TA,290,0,0,,,,128000
RM,90.0,8100,Pave,Pave,AllPub,5,6,0.0,TA,TA,TA,No,1559,Gd,Y,1559,0,1559,1,1,2,1,TA,5,0,,2,812,TA,0,116,0,,GdWo,,153500
RM,21.0,1680,Pave,,AllPub,6,5,158.0,TA,TA,TA,No,483,TA,Y,483,504,987,1,1,2,1,TA,5,0,,1,264,TA,0,0,0,,,,100000
RL,75.0,9525,Pave,,AllPub,5,6,0.0,TA,TA,Gd,No,1099,Ex,Y,1099,0,1099,0,1,3,1,Gd,6,0,,1,352,TA,278,0,0,,,,144000
RL,70.0,11767,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,768,Ex,Y,768,432,1200,0,1,3,1,TA,6,0,,1,240,TA,0,0,0,,,,130500
RH,,12155,Pave,,AllPub,6,8,0.0,TA,TA,TA,No,672,TA,N,810,672,1482,0,2,4,1,Fa,7,0,,1,400,TA,0,0,0,,,,140000
RM,60.0,10440,Pave,Grvl,AllPub,5,8,0.0,TA,TA,TA,No,650,Gd,Y,958,581,1539,0,2,3,1,Gd,8,1,Po,2,686,Gd,70,78,0,,,,157500
RL,82.0,9020,Pave,,AllPub,6,7,183.0,TA,TA,TA,Gd,1127,TA,Y,1165,0,1165,1,1,3,1,TA,6,0,,2,490,Gd,0,129,0,,GdPrv,,174900
RL,80.0,8000,Pave,,AllPub,5,4,0.0,TA,TA,TA,No,1800,Ex,N,1800,0,1800,0,2,6,2,TA,10,0,,0,0,,0,0,0,,,,141000
RM,100.0,12665,Pave,Grvl,AllPub,5,8,0.0,TA,TA,TA,Mn,876,Gd,Y,876,540,1416,0,1,4,1,TA,7,1,Gd,3,720,TA,418,0,0,,,,153900
RL,,16647,Pave,,AllPub,5,5,0.0,TA,TA,Gd,Gd,1390,TA,Y,1701,0,1701,1,2,3,1,TA,6,2,TA,2,611,TA,0,0,0,,,,171000
RL,75.0,9317,Pave,,AllPub,7,5,137.0,Gd,TA,Gd,No,740,Ex,Y,1006,769,1775,1,2,3,1,Gd,7,1,TA,2,425,TA,234,72,0,,,,213000
RL,36.0,15523,Pave,,AllPub,5,6,0.0,TA,TA,TA,Av,864,Ex,Y,864,0,864,1,1,3,1,TA,5,1,Fa,1,338,TA,0,0,0,,,,133500
RL,75.0,45600,Pave,,AllPub,6,8,0.0,TA,TA,TA,No,907,TA,Y,1307,1051,2358,0,3,5,1,TA,10,1,Gd,2,360,Fa,486,40,175,,,,240000
RL,80.0,9600,Pave,,AllPub,6,7,360.0,Gd,Gd,TA,No,528,Ex,Y,1094,761,1855,0,2,3,1,TA,7,1,TA,2,512,TA,113,100,0,,,,187000
RM,36.0,4435,Pave,,AllPub,6,5,170.0,Gd,TA,Gd,Av,848,Ex,Y,848,0,848,1,1,1,1,Gd,3,0,,2,420,TA,140,0,0,,,,131500
RL,,3196,Pave,,AllPub,8,5,40.0,Gd,TA,Gd,Gd,1273,Ex,Y,1456,0,1456,0,2,2,1,Gd,7,1,TA,2,400,TA,143,20,0,,,,215000
RL,53.0,7128,Pave,,AllPub,7,5,0.0,TA,Gd,TA,No,918,Gd,Y,918,728,1646,0,2,4,1,TA,7,2,Gd,1,240,TA,0,0,126,,MnPrv,,164000
RL,,12095,Pave,,AllPub,6,6,115.0,TA,Gd,TA,Gd,1127,TA,Y,1445,0,1445,0,1,3,1,TA,7,1,Fa,2,645,TA,180,0,0,,MnPrv,,158000
RL,102.0,17920,Pave,,AllPub,5,4,0.0,TA,TA,TA,Mn,1763,TA,Y,1779,0,1779,1,1,3,1,TA,6,1,Gd,2,454,TA,0,418,312,,,,170000
RL,,6897,Pave,,AllPub,5,8,0.0,TA,Gd,TA,No,1040,Ex,Y,1040,0,1040,1,1,3,1,TA,6,0,,1,260,TA,0,104,0,,,,127000
RL,,10970,Pave,,AllPub,6,6,0.0,TA,TA,Gd,Gd,940,TA,Y,1026,0,1026,1,1,3,1,TA,5,0,,2,576,TA,0,0,0,,MnPrv,,147000
RL,65.0,8125,Pave,,AllPub,6,5,0.0,TA,TA,Gd,No,702,Gd,Y,702,779,1481,0,2,3,1,TA,6,1,TA,2,343,TA,0,36,0,,,,174000
RL,80.0,10400,Pave,,AllPub,7,5,189.0,TA,TA,Gd,No,1090,TA,Y,1370,0,1370,0,2,3,1,TA,6,1,TA,2,479,TA,0,0,0,,MnPrv,,152000
RL,,11029,Pave,,AllPub,6,7,220.0,TA,TA,TA,Mn,1054,TA,Y,1512,1142,2654,1,2,4,1,Gd,9,1,Gd,2,619,TA,0,65,222,,,,250000
RL,55.0,7642,Pave,,AllPub,7,8,0.0,Gd,TA,TA,No,912,Gd,Y,912,514,1426,0,1,3,1,Gd,7,1,Gd,1,216,TA,0,240,0,,GdPrv,,189950
RL,75.0,11625,Pave,,AllPub,5,4,0.0,TA,TA,TA,Mn,1039,Ex,Y,1039,0,1039,1,1,3,1,TA,6,0,,2,504,TA,0,0,0,,,,131500
RL,81.0,9672,Pave,,AllPub,6,5,0.0,TA,TA,Gd,No,1040,TA,Y,1097,0,1097,0,2,3,1,TA,6,0,,2,480,TA,0,0,0,,GdPrv,,152000
RL,70.0,7931,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,1148,TA,Y,1148,0,1148,1,1,3,1,TA,6,0,,1,672,TA,0,0,0,,GdPrv,,132500
